"lane_id","zone_id","lane_number","name","state","road","direction","location_description","lane_type","organization","detector_type","latitude","longitude","bearing","default_speed","interval"
10292,94,3,"S502005","Maryland","I-97","North","I-97 approaching MD 32","Unknown","MDOT_CHART","RTMS",39.0687599,-76.6392469,225,55,360
10293,95,4,"S502005","Maryland","I-97","South","I-97 approaching MD 32","Unknown","MDOT_CHART","RTMS",39.0687599,-76.6392469,225,55,360
10294,95,5,"S502005","Maryland","I-97","South","I-97 approaching MD 32","Unknown","MDOT_CHART","RTMS",39.0687599,-76.6392469,225,55,360
10295,95,6,"S502005","Maryland","I-97","South","I-97 approaching MD 32","Unknown","MDOT_CHART","RTMS",39.0687599,-76.6392469,225,55,360
10302,16,5,"S315004","Maryland","I-270","South","I-270 SB @ I-370","Unknown","MDOT_CHART","Unknown",39.1187220,-77.1966430,299,55,300
10303,16,6,"S315004","Maryland","I-270","South","I-270 SB @ I-370","Unknown","MDOT_CHART","Unknown",39.1187220,-77.1966430,299,55,300
10304,17,1,"S315004","Maryland","I-270","South","I-270 SB @ I-370","Unknown","MDOT_CHART","Unknown",39.1187220,-77.1966430,299,55,300
10305,17,2,"S315004","Maryland","I-270","South","I-270 SB @ I-370","Unknown","MDOT_CHART","Unknown",39.1187220,-77.1966430,299,55,300
10306,17,3,"S315004","Maryland","I-270","South","I-270 SB @ I-370","Unknown","MDOT_CHART","Unknown",39.1187220,-77.1966430,299,55,300
10307,17,4,"S315004","Maryland","I-270","South","I-270 SB @ I-370","Unknown","MDOT_CHART","Unknown",39.1187220,-77.1966430,299,55,300
10312,3594,1,"I-895 @ 0.32 Mile North of Moravia Rd","Maryland","I-895","South","I-895 @ 0.32 Mile North of Moravia Rd","Normal","HERE","Microwave",39.3141700,-76.5380700,,,60
10313,3593,3,"I-895 @ 0.32 Mile North of Moravia Rd","Maryland","I-895","South","I-895 @ 0.32 Mile North of Moravia Rd","Off Ramp","HERE","Microwave",39.3141700,-76.5380700,,,60
10314,3594,2,"I-895 @ 0.32 Mile North of Moravia Rd","Maryland","I-895","South","I-895 @ 0.32 Mile North of Moravia Rd","Normal","HERE","Microwave",39.3141700,-76.5380700,,,60
10315,3596,2,"I-895 @ 0.32 Mile North of Moravia Rd","Maryland","I-895","North","I-895 @ 0.32 Mile North of Moravia Rd","Normal","HERE","Microwave",39.3141700,-76.5380700,,,60
10316,3595,3,"I-895 @ 0.32 Mile North of Moravia Rd","Maryland","I-895","North","I-895 @ 0.32 Mile North of Moravia Rd","On Ramp","HERE","Microwave",39.3141700,-76.5380700,,,60
10317,3596,1,"I-895 @ 0.32 Mile North of Moravia Rd","Maryland","I-895","North","I-895 @ 0.32 Mile North of Moravia Rd","Normal","HERE","Microwave",39.3141700,-76.5380700,,,60
10318,3597,3,"I-95 @ 0.22 Mile South of Chesaco Ave","Maryland","I-95","South","I-95 @ 0.22 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3279900,-76.5250600,,,60
10319,3597,1,"I-95 @ 0.22 Mile South of Chesaco Ave","Maryland","I-95","South","I-95 @ 0.22 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3279900,-76.5250600,,,60
10320,3597,2,"I-95 @ 0.22 Mile South of Chesaco Ave","Maryland","I-95","South","I-95 @ 0.22 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3279900,-76.5250600,,,60
10321,3598,4,"I-95 @ 0.22 Mile South of Chesaco Ave","Maryland","I-95","North","I-95 @ 0.22 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3279900,-76.5250600,,,
10322,3598,2,"I-95 @ 0.22 Mile South of Chesaco Ave","Maryland","I-95","North","I-95 @ 0.22 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3279900,-76.5250600,,,60
10323,3598,3,"I-95 @ 0.22 Mile South of Chesaco Ave","Maryland","I-95","North","I-95 @ 0.22 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3279900,-76.5250600,,,60
10324,3598,1,"I-95 @ 0.22 Mile South of Chesaco Ave","Maryland","I-95","North","I-95 @ 0.22 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3279900,-76.5250600,,,60
10325,3599,4,"I-95 @ 0.97 Mile South of Campbell Blvd","Maryland","I-95","South","I-95 @ 0.97 Mile South of Campbell Blvd","Off Ramp","HERE","Microwave",39.3646100,-76.4723500,,,60
10326,3600,3,"I-95 @ 0.97 Mile South of Campbell Blvd","Maryland","I-95","South","I-95 @ 0.97 Mile South of Campbell Blvd","Normal","HERE","Microwave",39.3646100,-76.4723500,,,60
10327,3600,1,"I-95 @ 0.97 Mile South of Campbell Blvd","Maryland","I-95","South","I-95 @ 0.97 Mile South of Campbell Blvd","Normal","HERE","Microwave",39.3646100,-76.4723500,,,60
10328,3600,2,"I-95 @ 0.97 Mile South of Campbell Blvd","Maryland","I-95","South","I-95 @ 0.97 Mile South of Campbell Blvd","Normal","HERE","Microwave",39.3646100,-76.4723500,,,60
10329,3601,4,"I-95 @ 0.97 Mile South of Campbell Blvd","Maryland","I-95","North","I-95 @ 0.97 Mile South of Campbell Blvd","Normal","HERE","Microwave",39.3646100,-76.4723500,,,60
10330,3601,2,"I-95 @ 0.97 Mile South of Campbell Blvd","Maryland","I-95","North","I-95 @ 0.97 Mile South of Campbell Blvd","Normal","HERE","Microwave",39.3646100,-76.4723500,,,60
10331,3601,3,"I-95 @ 0.97 Mile South of Campbell Blvd","Maryland","I-95","North","I-95 @ 0.97 Mile South of Campbell Blvd","Normal","HERE","Microwave",39.3646100,-76.4723500,,,60
10332,3601,1,"I-95 @ 0.97 Mile South of Campbell Blvd","Maryland","I-95","North","I-95 @ 0.97 Mile South of Campbell Blvd","Normal","HERE","Microwave",39.3646100,-76.4723500,,,60
10333,3602,1,"I-95 @ 0.45 Mile North of Chesaco Ave","Maryland","I-95","South","I-95 @ 0.45 Mile North of Chesaco Ave","Normal","HERE","Microwave",39.3353200,-76.5166700,,,60
10334,3602,4,"I-95 @ 0.45 Mile North of Chesaco Ave","Maryland","I-95","South","I-95 @ 0.45 Mile North of Chesaco Ave","Normal","HERE","Microwave",39.3353200,-76.5166700,,,60
10335,3602,2,"I-95 @ 0.45 Mile North of Chesaco Ave","Maryland","I-95","South","I-95 @ 0.45 Mile North of Chesaco Ave","Normal","HERE","Microwave",39.3353200,-76.5166700,,,60
10336,3602,3,"I-95 @ 0.45 Mile North of Chesaco Ave","Maryland","I-95","South","I-95 @ 0.45 Mile North of Chesaco Ave","Normal","HERE","Microwave",39.3353200,-76.5166700,,,60
10337,3603,4,"I-95 @ 0.45 Mile North of Chesaco Ave","Maryland","I-95","North","I-95 @ 0.45 Mile North of Chesaco Ave","Normal","HERE","Microwave",39.3353200,-76.5166700,,,60
10338,3603,2,"I-95 @ 0.45 Mile North of Chesaco Ave","Maryland","I-95","North","I-95 @ 0.45 Mile North of Chesaco Ave","Normal","HERE","Microwave",39.3353200,-76.5166700,,,60
10339,3603,3,"I-95 @ 0.45 Mile North of Chesaco Ave","Maryland","I-95","North","I-95 @ 0.45 Mile North of Chesaco Ave","Normal","HERE","Microwave",39.3353200,-76.5166700,,,60
10340,3603,1,"I-95 @ 0.45 Mile North of Chesaco Ave","Maryland","I-95","North","I-95 @ 0.45 Mile North of Chesaco Ave","Normal","HERE","Microwave",39.3353200,-76.5166700,,,60
10341,3604,5,"I-895 @ 0.22 Mile South of Chesaco Ave","Maryland","I-895","South","I-895 @ 0.22 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3250500,-76.5279300,,,60
10342,3604,4,"I-895 @ 0.22 Mile South of Chesaco Ave","Maryland","I-895","South","I-895 @ 0.22 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3250500,-76.5279300,,,60
10343,3605,3,"I-95 @ 1.44 Mile South of Chesaco Ave","Maryland","I-95","South","I-95 @ 1.44 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3127300,-76.5329800,,,
10344,3605,1,"I-95 @ 1.44 Mile South of Chesaco Ave","Maryland","I-95","South","I-95 @ 1.44 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3127300,-76.5329800,,,60
10345,3605,2,"I-95 @ 1.44 Mile South of Chesaco Ave","Maryland","I-95","South","I-95 @ 1.44 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3127300,-76.5329800,,,60
10346,3606,3,"I-95 @ 1.44 Mile South of Chesaco Ave","Maryland","I-95","North","I-95 @ 1.44 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3127300,-76.5329800,,,60
10347,3606,1,"I-95 @ 1.44 Mile South of Chesaco Ave","Maryland","I-95","North","I-95 @ 1.44 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3127300,-76.5329800,,,60
10348,3606,2,"I-95 @ 1.44 Mile South of Chesaco Ave","Maryland","I-95","North","I-95 @ 1.44 Mile South of Chesaco Ave","Normal","HERE","Microwave",39.3127300,-76.5329800,,,60
113657,41534,1,"R300001","Maryland","I-495","South","I-495 I/L to US-1 S","Unknown","MDOT_CHART","RTMS",39.0168050,-76.9278770,,45,300
113658,41534,2,"R300001","Maryland","I-495","South","I-495 I/L to US-1 S","Unknown","MDOT_CHART","RTMS",39.0168050,-76.9278770,,45,300
113660,41536,3,"R300001","Maryland","I-495","North","I-495 I/L to US-1 N","Unknown","MDOT_CHART","RTMS",39.0168050,-76.9278770,,45,300
113661,41537,1,"R300002","Maryland","Unknown","Inner Loop","US-1 N to I-495 I/L","Unknown","MDOT_CHART","Unknown",39.0175700,-76.9249300,,45,300
113662,41538,1,"R300003","Maryland","Unknown","North","I-495 I/L to US-1 N","Unknown","MDOT_CHART","RTMS",39.0175700,-76.9249300,,45,300
113663,41539,1,"R300004","Maryland","Unknown","Outer Loop","US-1 N to I-495 O/L","Unknown","MDOT_CHART","Unknown",39.0187130,-76.9249150,,45,300
113666,41540,1,"R300005","Maryland","Unknown","Outer Loop","US-1 N & S and US-1 to I-495 O/L","Unknown","MDOT_CHART","Unknown",39.0190870,-76.9266250,,25,300
113667,41541,2,"R300005","Maryland","US-1","South","US-1 S","Unknown","MDOT_CHART","RTMS",39.0190870,-76.9266250,,40,300
113668,41541,3,"R300005","Maryland","US-1","South","US-1 S","Unknown","MDOT_CHART","RTMS",39.0190870,-76.9266250,,40,300
113669,41541,4,"R300005","Maryland","US-1","South","US-1 S","Unknown","MDOT_CHART","RTMS",39.0190870,-76.9266250,,40,300
113670,41542,5,"R300005","Maryland","US-1","North","US-1 N","Unknown","MDOT_CHART","RTMS",39.0190870,-76.9266250,,40,300
113671,41542,6,"R300005","Maryland","US-1","North","US-1 N","Unknown","MDOT_CHART","RTMS",39.0190870,-76.9266250,,40,300
113672,41543,7,"R300005","Maryland","Unknown","Outer Loop","US-1 N & S and US-1 to I-495 O/L","Unknown","MDOT_CHART","Unknown",39.0190870,-76.9266250,,25,300
113673,41544,1,"R700001","Maryland","I-495","Inner Loop","I-495 I/L to US-29 S","Unknown","MDOT_CHART","RTMS",39.0152030,-77.0178260,,35,300
113674,41545,1,"R300020","Maryland","Unknown","None","US-29 N & S","Unknown","MDOT_CHART","Unknown",39.0152830,-77.0166870,,45,300
113675,41545,2,"R300020","Maryland","Unknown","None","US-29 N & S","Unknown","MDOT_CHART","Unknown",39.0152830,-77.0166870,,45,300
113676,41545,3,"R300020","Maryland","Unknown","None","US-29 N & S","Unknown","MDOT_CHART","Unknown",39.0152830,-77.0166870,,45,300
113677,41546,4,"R300020","Maryland","Unknown","South","US-29 N & S","Unknown","MDOT_CHART","Unknown",39.0152830,-77.0166870,,45,300
113678,41546,5,"R300020","Maryland","Unknown","South","US-29 N & S","Unknown","MDOT_CHART","Unknown",39.0152830,-77.0166870,,45,300
113679,41546,6,"R300020","Maryland","Unknown","South","US-29 N & S","Unknown","MDOT_CHART","Unknown",39.0152830,-77.0166870,,45,300
113680,41547,1,"R700009","Maryland","I-495","North","I-495 O/L to MD-185 N","Unknown","MDOT_CHART","RTMS",39.0051920,-77.0783050,,25,300
113681,41548,2,"R700009","Maryland","I-495","South","I-495 O/L to MD-185 S","Unknown","MDOT_CHART","RTMS",39.0051920,-77.0783050,,25,300
113682,41548,3,"R700009","Maryland","I-495","South","I-495 O/L to MD-185 S","Unknown","MDOT_CHART","RTMS",39.0051920,-77.0783050,,25,300
113683,41549,4,"R700009","Maryland","MD-185","Outer Loop","MD-185 to I-495 O/L","Unknown","MDOT_CHART","RTMS",39.0051920,-77.0783050,,25,300
113684,41550,1,"R700010","Maryland","MD-97","Outer Loop","MD-97 S to I-495 O/L","Unknown","MDOT_CHART","RTMS",39.0144170,-77.0428680,,25,300
113685,41551,1,"R700011","Maryland","I-495","South","I-495 I/L to MD-97 S","Unknown","MDOT_CHART","RTMS",39.0126220,-77.0434500,,25,300
113686,41551,2,"R700011","Maryland","I-495","South","I-495 I/L to MD-97 S","Unknown","MDOT_CHART","RTMS",39.0126220,-77.0434500,,25,300
113687,41555,1,"R700013","Maryland","I-495","North","I-495 I/L to MD-97 N","Unknown","MDOT_CHART","RTMS",39.0130950,-77.0405430,,25,300
113688,41556,1,"R300014","Maryland","Unknown","Inner Loop","MD-97 N to I-495 I/L","Unknown","MDOT_CHART","Unknown",39.0130950,-77.0405430,,25,300
113689,41557,1,"R700015","Maryland","MD-97","Outer Loop","MD-97 N to I-495 O/L","Unknown","MDOT_CHART","RTMS",39.0137330,-77.0412820,,25,300
113690,41558,2,"R700015","Maryland","I-495","South","I-495 O/L to MD-97 S","Unknown","MDOT_CHART","RTMS",39.0137330,-77.0412820,,25,300
113691,41558,3,"R700015","Maryland","I-495","South","I-495 O/L to MD-97 S","Unknown","MDOT_CHART","RTMS",39.0137330,-77.0412820,,25,300
113692,41559,4,"R700015","Maryland","I-495","North","I-495 O/L to MD-97 N","Unknown","MDOT_CHART","RTMS",39.0137330,-77.0412820,,25,300
113693,41560,1,"R300007","Maryland","Unknown","Outer Loop","I-495 O/L past US-50 overpass","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,55,300
113694,41560,2,"R300007","Maryland","Unknown","Outer Loop","I-495 O/L past US-50 overpass","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,55,300
113695,41560,3,"R300007","Maryland","Unknown","Outer Loop","I-495 O/L past US-50 overpass","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,55,300
113696,41560,4,"R300007","Maryland","Unknown","Outer Loop","I-495 O/L past US-50 overpass","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,55,300
113697,41561,5,"R300007","Maryland","Unknown","Inner Loop","I-495 O/L past US-50 overpass","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,55,300
113698,41561,6,"R300007","Maryland","Unknown","Inner Loop","I-495 O/L past US-50 overpass","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,55,300
113699,41561,7,"R300007","Maryland","Unknown","Inner Loop","I-495 O/L past US-50 overpass","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,55,300
113700,41561,8,"R300007","Maryland","Unknown","Inner Loop","I-495 O/L past US-50 overpass","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,55,300
113701,41562,1,"R300010","Maryland","Unknown","West","I-495 O/L to US-50 W","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,25,300
113702,41562,2,"R300010","Maryland","Unknown","West","I-495 O/L to US-50 W","Unknown","MDOT_CHART","Unknown",38.9466480,-76.8586650,,25,300
113703,41563,1,"R300008","Maryland","I-495","Inner Loop","I-495 I/L","Unknown","MDOT_CHART","RTMS",38.9485400,-76.8596230,,55,300
113704,41563,2,"R300008","Maryland","I-495","Inner Loop","I-495 I/L","Unknown","MDOT_CHART","RTMS",38.9485400,-76.8596230,,55,300
113705,41563,3,"R300008","Maryland","I-495","Inner Loop","I-495 I/L","Unknown","MDOT_CHART","RTMS",38.9485400,-76.8596230,,55,300
113706,41563,4,"R300008","Maryland","I-495","Inner Loop","I-495 I/L","Unknown","MDOT_CHART","RTMS",38.9485400,-76.8596230,,55,300
113707,41564,5,"R300008","Maryland","I-495","West","I-495 I/L to US-50 W","Unknown","MDOT_CHART","RTMS",38.9485400,-76.8596230,,45,300
113708,41565,1,"R700002","Maryland","I-495","North","I-495 I/L to US-29 N","Unknown","MDOT_CHART","RTMS",39.0148070,-77.0159030,,25,300
113709,41566,2,"R700002","Maryland","US-29","Inner Loop","US-29 S to I-495 I/L","Unknown","MDOT_CHART","RTMS",39.0148070,-77.0159030,,25,300
113710,41567,1,"R700004","Maryland","US-29","Outer Loop","US-29 S to I-495 O/L","Unknown","MDOT_CHART","RTMS",39.0171480,-77.0167150,,25,300
113711,41568,1,"R700016","Maryland","I-495","South","I-495 O/L to US-29 S","Unknown","MDOT_CHART","RTMS",39.0171480,-77.0167150,,25,300
113713,41575,2,"I-95 @ 0.6 Mile North of SR-216","Maryland","I-95","South","I-95 @ 0.6 Mile North of SR-216","Normal","HERE","Acoustic",39.1348170,-76.8536180,,,
113714,41575,4,"I-95 @ 0.6 Mile North of SR-216","Maryland","I-95","South","I-95 @ 0.6 Mile North of SR-216","Normal","HERE","Acoustic",39.1348170,-76.8536180,,,
113715,41575,1,"I-95 @ 0.6 Mile North of SR-216","Maryland","I-95","South","I-95 @ 0.6 Mile North of SR-216","Normal","HERE","Acoustic",39.1348170,-76.8536180,,,
113716,41575,3,"I-95 @ 0.6 Mile North of SR-216","Maryland","I-95","South","I-95 @ 0.6 Mile North of SR-216","Normal","HERE","Acoustic",39.1348170,-76.8536180,,,
113717,41576,2,"I-95 @ 0.6 Mile North of SR-216","Maryland","I-95","North","I-95 @ 0.6 Mile North of SR-216","Normal","HERE","Microwave",39.1348170,-76.8536180,,,
113718,41576,4,"I-95 @ 0.6 Mile North of SR-216","Maryland","I-95","North","I-95 @ 0.6 Mile North of SR-216","Normal","HERE","Microwave",39.1348170,-76.8536180,,,
113719,41576,3,"I-95 @ 0.6 Mile North of SR-216","Maryland","I-95","North","I-95 @ 0.6 Mile North of SR-216","Normal","HERE","Microwave",39.1348170,-76.8536180,,,
113720,41576,1,"I-95 @ 0.6 Mile North of SR-216","Maryland","I-95","North","I-95 @ 0.6 Mile North of SR-216","Normal","HERE","Microwave",39.1348170,-76.8536180,,,60
150026,55945,1,"R300063","Maryland","MD-187","South","MD-187 N & S Prior to I-495","Unknown","MDOT_CHART","Unknown",39.0154000,-77.1190820,105,40,300
150027,55945,2,"R300063","Maryland","MD-187","South","MD-187 N & S Prior to I-495","Unknown","MDOT_CHART","Unknown",39.0154000,-77.1190820,105,40,300
150028,55945,3,"R300063","Maryland","MD-187","South","MD-187 N & S Prior to I-495","Unknown","MDOT_CHART","Unknown",39.0154000,-77.1190820,105,40,300
150029,55946,4,"R300063","Maryland","MD-187","North","MD-187 N & S Prior to I-495","Unknown","MDOT_CHART","Unknown",39.0154000,-77.1190820,105,40,300
150030,55946,5,"R300063","Maryland","MD-187","North","MD-187 N & S Prior to I-495","Unknown","MDOT_CHART","Unknown",39.0154000,-77.1190820,105,40,300
150031,55946,6,"R300063","Maryland","MD-187","North","MD-187 N & S Prior to I-495","Unknown","MDOT_CHART","Unknown",39.0154000,-77.1190820,105,40,300
150057,55953,1,"S317002","Maryland","MD-210","North","MD-210 NB S OF I-95/495","Unknown","MDOT_CHART","Unknown",38.7964490,-76.9983920,89,55,240
150058,55953,2,"S317002","Maryland","MD-210","North","MD-210 NB S OF I-95/495","Unknown","MDOT_CHART","Unknown",38.7964490,-76.9983920,89,55,240
150059,55954,3,"S317002","Maryland","MD-210","North","MD-210 NB S OF I-95/495","Unknown","MDOT_CHART","Unknown",38.7964490,-76.9983920,89,55,240
150136,55985,3,"S710001","Maryland","I-270","South","I-270 @ Doctor Perry Rd","Unknown","MDOT_CHART","Unknown",39.2961710,-77.3340700,307,65,300
150137,55985,4,"S710001","Maryland","I-270","South","I-270 @ Doctor Perry Rd","Unknown","MDOT_CHART","Unknown",39.2961710,-77.3340700,307,65,300
150213,56015,1,"R300061","Maryland","MD-187","South","MD-187 N/S E @ I-495","Unknown","MDOT_CHART","Unknown",39.0155070,-77.1189880,112,40,300
150214,56015,2,"R300061","Maryland","MD-187","South","MD-187 N/S E @ I-495","Unknown","MDOT_CHART","Unknown",39.0155070,-77.1189880,112,40,300
150215,56015,3,"R300061","Maryland","MD-187","South","MD-187 N/S E @ I-495","Unknown","MDOT_CHART","Unknown",39.0155070,-77.1189880,112,40,300
150216,56016,4,"R300061","Maryland","MD-187","East","MD-187 N/S E @ I-495","Unknown","MDOT_CHART","Unknown",39.0155070,-77.1189880,112,40,300
150217,56017,5,"R300061","Maryland","MD-187","North","MD-187 N/S E @ I-495","Unknown","MDOT_CHART","Unknown",39.0155070,-77.1189880,112,40,300
150218,56017,6,"R300061","Maryland","MD-187","North","MD-187 N/S E @ I-495","Unknown","MDOT_CHART","Unknown",39.0155070,-77.1189880,112,40,300
150219,56017,7,"R300061","Maryland","MD-187","North","MD-187 N/S E @ I-495","Unknown","MDOT_CHART","Unknown",39.0155070,-77.1189880,112,40,300
150228,56020,1,"S317001","Maryland","MD-210","South","MD-210 SB S OF I-95/495","Unknown","MDOT_CHART","Unknown",38.7964490,-76.9983920,269,55,300
150229,56020,2,"S317001","Maryland","MD-210","South","MD-210 SB S OF I-95/495","Unknown","MDOT_CHART","Unknown",38.7964490,-76.9983920,269,55,300
150230,56020,3,"S317001","Maryland","MD-210","South","MD-210 SB S OF I-95/495","Unknown","MDOT_CHART","Unknown",38.7964490,-76.9983920,269,55,300
150231,56020,4,"S317001","Maryland","MD-210","South","MD-210 SB S OF I-95/495","Unknown","MDOT_CHART","Unknown",38.7964490,-76.9983920,269,55,300
150284,56039,1,"R300065","Maryland","I-495","Inner Loop","I-495 I/L to MD-187 S","Unknown","MDOT_CHART","Unknown",39.0154000,-77.1190820,341,25,300
150350,56063,1,"R300060","Maryland","MD-187","North","MD-187 N & S","Unknown","MDOT_CHART","Unknown",39.0167950,-77.1195330,293,40,300
150351,56063,2,"R300060","Maryland","MD-187","North","MD-187 N & S","Unknown","MDOT_CHART","Unknown",39.0167950,-77.1195330,293,40,300
150352,56063,3,"R300060","Maryland","MD-187","North","MD-187 N & S","Unknown","MDOT_CHART","Unknown",39.0167950,-77.1195330,293,40,300
150353,56064,4,"R300060","Maryland","MD-187","South","MD-187 N & S","Unknown","MDOT_CHART","Unknown",39.0167950,-77.1195330,293,40,300
150354,56064,5,"R300060","Maryland","MD-187","South","MD-187 N & S","Unknown","MDOT_CHART","Unknown",39.0167950,-77.1195330,293,40,300
150355,56064,6,"R300060","Maryland","MD-187","South","MD-187 N & S","Unknown","MDOT_CHART","Unknown",39.0167950,-77.1195330,293,40,300
150367,56071,1,"S315021","Maryland","I-495","Outer Loop","I-495 WB @ Connecticut Ave.","Unknown","MDOT_CHART","Unknown",39.0053070,-77.0774280,184,55,300
150368,56071,2,"S315021","Maryland","I-495","Outer Loop","I-495 WB @ Connecticut Ave.","Unknown","MDOT_CHART","Unknown",39.0053070,-77.0774280,184,55,300
150369,56071,3,"S315021","Maryland","I-495","Outer Loop","I-495 WB @ Connecticut Ave.","Unknown","MDOT_CHART","Unknown",39.0053070,-77.0774280,184,55,300
150370,56071,4,"S315021","Maryland","I-495","Outer Loop","I-495 WB @ Connecticut Ave.","Unknown","MDOT_CHART","Unknown",39.0053070,-77.0774280,184,55,300
150371,56072,1,"VDOT_NOVAST:217","Maryland","Unknown","North","I-395 NEAR Glebe Rd @ MM 6.59","Unknown","MDOT_CHART","Unknown",38.8457330,-77.0799710,227,55,300
150372,56072,2,"VDOT_NOVAST:217","Maryland","Unknown","North","I-395 NEAR Glebe Rd @ MM 6.59","Unknown","MDOT_CHART","Unknown",38.8457330,-77.0799710,227,55,300
150373,56072,3,"VDOT_NOVAST:217","Maryland","Unknown","North","I-395 NEAR Glebe Rd @ MM 6.59","Unknown","MDOT_CHART","Unknown",38.8457330,-77.0799710,227,55,300
150374,56072,4,"VDOT_NOVAST:217","Maryland","Unknown","North","I-395 NEAR Glebe Rd @ MM 6.59","Unknown","MDOT_CHART","Unknown",38.8457330,-77.0799710,227,55,300
150375,56073,1,"VDOT_NOVAST:217","Maryland","Unknown","North","I-395 NEAR Glebe Rd @ MM 6.59","Unknown","MDOT_CHART","Unknown",38.8457330,-77.0799710,227,55,300
150392,56079,1,"S315005","Maryland","I-270","North","I-270 NB @ MD 124","Unknown","MDOT_CHART","Unknown",39.1492130,-77.2167300,125,55,300
150393,56080,2,"S315005","Maryland","I-270","None","I-270 NB @ MD 124","Unknown","MDOT_CHART","Unknown",39.1492130,-77.2167300,125,55,300
150394,56080,3,"S315005","Maryland","I-270","None","I-270 NB @ MD 124","Unknown","MDOT_CHART","Unknown",39.1492130,-77.2167300,125,55,300
150395,56080,4,"S315005","Maryland","I-270","None","I-270 NB @ MD 124","Unknown","MDOT_CHART","Unknown",39.1492130,-77.2167300,125,55,300
150396,56081,5,"S315005","Maryland","I-270","North","I-270 NB @ MD 124","Unknown","MDOT_CHART","Unknown",39.1492130,-77.2167300,125,55,300
150397,56082,1,"S315022","Maryland","I-495","Inner Loop","I-495 EB @ Connecticut Ave.","Unknown","MDOT_CHART","Unknown",39.0057610,-77.0776050,12,55,300
150398,56082,2,"S315022","Maryland","I-495","Inner Loop","I-495 EB @ Connecticut Ave.","Unknown","MDOT_CHART","Unknown",39.0057610,-77.0776050,12,55,300
150399,56082,3,"S315022","Maryland","I-495","Inner Loop","I-495 EB @ Connecticut Ave.","Unknown","MDOT_CHART","Unknown",39.0057610,-77.0776050,12,55,300
150400,56082,4,"S315022","Maryland","I-495","Inner Loop","I-495 EB @ Connecticut Ave.","Unknown","MDOT_CHART","Unknown",39.0057610,-77.0776050,12,55,300
150485,56115,1,"S710007","Maryland","I-270","North","I-270 NB @ New Design Road","Unknown","MDOT_CHART","Unknown",39.3942300,-77.4204870,135,65,300
150486,56115,2,"S710007","Maryland","I-270","North","I-270 NB @ New Design Road","Unknown","MDOT_CHART","Unknown",39.3942300,-77.4204870,135,65,300
150487,56116,3,"S710007","Maryland","I-270","South","I-270 NB @ New Design Road","Unknown","MDOT_CHART","Unknown",39.3942300,-77.4204870,135,65,300
150488,56116,4,"S710007","Maryland","I-270","South","I-270 NB @ New Design Road","Unknown","MDOT_CHART","Unknown",39.3942300,-77.4204870,135,65,300
150502,56122,1,"S316011","Maryland","I-95","North","I-95 NB, North of Old Gunpowder Rd","Unknown","MDOT_CHART","Unknown",39.0656420,-76.9113180,46,65,300
150503,56122,2,"S316011","Maryland","I-95","North","I-95 NB, North of Old Gunpowder Rd","Unknown","MDOT_CHART","Unknown",39.0656420,-76.9113180,46,65,300
150504,56122,3,"S316011","Maryland","I-95","North","I-95 NB, North of Old Gunpowder Rd","Unknown","MDOT_CHART","Unknown",39.0656420,-76.9113180,46,65,300
150505,56122,4,"S316011","Maryland","I-95","North","I-95 NB, North of Old Gunpowder Rd","Unknown","MDOT_CHART","Unknown",39.0656420,-76.9113180,46,65,300
150518,56130,1,"S315030","Maryland","Unknown","South","US 29 SB @ MD 198","Unknown","MDOT_CHART","Unknown",39.1120410,-76.9290460,90,55,300
150519,56130,2,"S315030","Maryland","Unknown","South","US 29 SB @ MD 198","Unknown","MDOT_CHART","Unknown",39.1120410,-76.9290460,90,55,300
150648,56179,1,"S502012","Maryland","I-695","Outer Loop","I-695 EB/WB at MD-2","Unknown","MDOT_CHART","Unknown",39.2060900,-76.6147530,0,55,300
150649,56179,2,"S502012","Maryland","I-695","Outer Loop","I-695 EB/WB at MD-2","Unknown","MDOT_CHART","Unknown",39.2060900,-76.6147530,0,55,300
